filename,transcription,label
./test/common_voice_yue_33096102.wav,['兩個都是這樣'],两个都系噉样
./test/common_voice_yue_32808057.wav,"['可能我不是很懂表達,不介意']",可能我唔系好识表达唔好介意
./test/common_voice_yue_32306455.wav,['是一個來自一個北加州的電話'],系一个嚟自一个北加州嘅电话
./test/common_voice_yue_32305612.wav,['我不喜歡看到小孔孔黏在一起立刻起雞皮'],我唔中意见到啲细窿窿黐埋一齐即刻起晒鸡皮
./test/common_voice_yue_32545938.wav,['色穿真相好低b'],识穿真相好低 b
./test/common_voice_yue_33782106.wav,['拼音靠打詞打句可以降重'],拼音靠打词打句可以降重
./test/common_voice_yue_32998256.wav,['注音我不打算用啦!內地要求簡體字'],注音我唔打算用喇内地要求简体字
./test/common_voice_yue_31787216.wav,['吾識那個字怎打'],唔识嗰个字点打
./test/common_voice_yue_31720097.wav,['你是不是覺得我應該要理解你'],你系咪觉得我应该要理解你
./test/common_voice_yue_31720096.wav,['我也是覺得用表格直觀點'],我都系觉得用表格直观啲
./test/common_voice_yue_32269133.wav,['所以我照鸿鸿鸟正量不用'],所以我就噉样坐尽量唔喐
./test/common_voice_yue_33099025.wav,['几十年有一个论会没办法'],几十年又一个轮回冇办法
./test/common_voice_yue_34113037.wav,['等待下時事'],等待下试试
./test/common_voice_yue_32270856.wav,['也算是这样'],都算系噉喇
./test/common_voice_yue_31956044.wav,"['雖然如此,但我很關注這件事']",虽然噉样但系我好关注呢件事
./test/common_voice_yue_32198956.wav,"['好,你跟着啦']",好而家得啦
./test/common_voice_yue_32272106.wav,['我講先的'],我讲先?
./test/common_voice_yue_32269532.wav,['所以就出問題咯'],所以咪出问题啰
./test/common_voice_yue_31711474.wav,['我會從此就在你生命中消失'],我会从此就系你生命中消失
./test/common_voice_yue_31362121.wav,['你們那邊幾點啊'],你哋嗰边几点啊
./test/common_voice_yue_32977862.wav,['思想我是新派情感是舊派'],思想我系新派情感系旧派
./test/common_voice_yue_33273457.wav,['麻雀之類的'],麻将之类嘅
./test/common_voice_yue_32269732.wav,[' Hæja væi'],下一位
./test/common_voice_yue_32406555.wav,['我用搜尋都找不回'],我用搜寻都揾唔返
./test/common_voice_yue_31690752.wav,['你以為我真是那麼膚淺嗎'],你以为我真系咁肤浅咩
./test/common_voice_yue_33168390.wav,['現在在常用'],而家喺常用
./test/common_voice_yue_32317366.wav,['你有沒有在舊學校被人玩過'],你有冇喺旧学校畀人玩过
./test/common_voice_yue_31189878.wav,['今夜還沒睡覺?'],咁夜仲未瞓觉
./test/common_voice_yue_32994989.wav,['那我有太多話未曾說'],噉我有太多说话未曾讲
./test/common_voice_yue_32261446.wav,['他們都不理人的更冷漠。'],佢哋都唔睬人嘅咁冷漠
./test/common_voice_yue_31645479.wav,[' Kölg úr vann dag.'],佢会晕低
./test/common_voice_yue_32979785.wav,['看不到就錯過了'],睇唔到就错过嘞
./test/common_voice_yue_33073265.wav,['其實已經有較長'],其实已经有教程
./test/common_voice_yue_31688971.wav,[' Maggæ ég ekki í leið?'],乜鬼嘢记忆力
./test/common_voice_yue_32517978.wav,['这里的相片是每个人独立上载的'],呢度嘅相片系每个人独立上载嘅
./test/common_voice_yue_32256203.wav,['我以為對那句是你說的'],我以为啱嗰句系你讲嘅
./test/common_voice_yue_32269801.wav,"['天天都不见她读书,只会去玩。']",日日都唔见佢读书净系识去玩
./test/common_voice_yue_32269424.wav,['我觉得上容马不好用'],我觉得相容码唔好用
./test/common_voice_yue_32981788.wav,['搞死的意思'],搞死嘅意思
./test/common_voice_yue_32654779.wav,['特专用同音措置'],特登用同音错字
./test/common_voice_yue_32249695.wav,['畫圈的是什麼意思呢'],画圈嘅系乜嘢意思呢
./test/common_voice_yue_32518118.wav,['所以原來你是有人心的'],所以原来你系有人性??
./test/common_voice_yue_32991360.wav,['真不明白你想表達什麼意思'],真唔明你想表达咩意思
./test/common_voice_yue_33120759.wav,"['未有更好選擇之前,這個是目前可用的借字。']",未有更好选择之前呢个系目前可用嘅借字
./test/common_voice_yue_31696988.wav,['我有一段時間是大食跡'],我有一段时间系大食积
./test/common_voice_yue_32336644.wav,['好多人都問我攝親什麼意思只是知道動親'],好多人都问我摄亲咩意思净系知道冻亲
./test/common_voice_yue_32334292.wav,"['没事,不重要。']",冇事唔紧要
./test/common_voice_yue_32327588.wav,['他們主要是做語音合成的'],佢哋主要系做语音合成嘅
./test/common_voice_yue_33171305.wav,['現在的表欄學習'],而家嘅表难学习
./test/common_voice_yue_31702695.wav,['晚上我洗澡那一陣'],夜晚我冲凉嗰阵
./test/common_voice_yue_32268499.wav,"['這個文章寫得很忠衡,但如果被人利用了,就不好了。']",呢个文章写得好中肯但系如果畀人利用咗嘅话就唔好嘞
